sample_id,dataset,emotion,split,pitch_mean,pitch_std,voiced_ratio,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,pause_count,speaking_continuity
s011121,SAVEE,angry,train,192.912936971539,50.883428208281984,0.754601226993865,0.2580637241724449,0.22802613260388008,0.11330829326923077,0.12664896013325086,0.08024691358024694,5,0.9197530864197531
s001102,CREMA-D,angry,test,0.0,0.0,0.0,0.06848379873822555,0.07790243904580699,0.1079759530141844,0.0977134629173451,0.0,0,1.0
s005225,CREMA-D,angry,train,452.9740537646879,205.16634879300528,0.8524590163934426,0.2358862052687005,0.17184842259841482,0.15525729597107438,0.10131324080352849,0.0,0,1.0
s004078,CREMA-D,angry,train,195.58473007257933,23.330972688036784,0.6086956521739131,0.1096705013456253,0.09478313136257094,0.0987079326923077,0.04135056863753939,0.0888888888888889,1,0.9111111111111111
s003327,CREMA-D,angry,train,262.8785925078841,71.14235226555299,0.550561797752809,0.07067614567787045,0.0726359436158399,0.11915717690677965,0.10232413403564164,0.03409090909090906,0,0.9659090909090909
s009757,TESS,angry,train,243.13462218939958,28.71631210576051,0.6428571428571429,0.08900222380845142,0.07567401345604678,0.30894252232142855,0.26193419926830935,0.01429089792614513,1,0.9857091020738549
s004305,CREMA-D,angry,train,153.22849391516522,65.5176604610876,0.18055555555555555,0.05926334633517803,0.07381750804242562,0.1765068901909722,0.19556071286203508,0.013890772945549301,0,0.9861092270544507
s003813,CREMA-D,angry,train,0.0,0.0,0.0,0.08124831383900037,0.06881240355872398,0.1421053447420635,0.12664079730181177,0.0,0,1.0
s003157,CREMA-D,angry,train,237.02777588354866,25.429603772903963,0.8367346938775511,0.18877467236568019,0.16119865213087256,0.20659834085051546,0.16803528689098346,0.0,0,1.0
s005775,CREMA-D,angry,train,247.8853632764113,56.2709908019824,0.6491228070175439,0.07279317567240348,0.07599113699761732,0.11207134955752213,0.0580943054144896,0.0892857142857143,1,0.9107142857142857
s004591,CREMA-D,angry,validation,150.61127942644532,38.48799261824575,0.7333333333333333,0.07320733608102939,0.0772328983102339,0.09344851090604027,0.04487381896668794,0.06756756756756754,1,0.9324324324324325
s009793,TESS,angry,train,249.68661085089997,39.21431509333875,0.671875,0.10607444843017005,0.09299935689205192,0.23572065698818898,0.2280701193346462,0.0,0,1.0
s006695,CREMA-D,angry,train,188.85170952736843,37.05335408934617,0.4807692307692308,0.11707299076093053,0.0966720427562853,0.12091360740291263,0.07711893786905148,0.0,0,1.0
s005107,CREMA-D,angry,train,229.18070793694173,34.123541141807394,0.8115942028985508,0.22781827395958623,0.15334906433387555,0.09212477189781022,0.05234621254303149,0.0,0,1.0
s008525,TESS,angry,validation,265.9337518936481,32.18366244402218,0.8181818181818182,0.13385345263342405,0.11302220315557529,0.11069953304597702,0.11747403616311955,0.04615315274710419,1,0.9538468472528958
s003637,CREMA-D,angry,test,121.39739076210557,25.537681069485608,0.30526315789473685,0.09117182516737989,0.08687399191748037,0.09910567434210527,0.10269571789237332,0.0,0,1.0
s006841,CREMA-D,angry,test,137.7583642454538,36.30159392569011,0.5943396226415094,0.05575112027879716,0.060964437175066784,0.07849988892180094,0.06406500263992532,0.0,0,1.0
s000815,RAVDESS,angry,train,183.65319895539122,31.072702636197494,0.5662650602409639,0.0805628859078173,0.08826550928975928,0.10986624053030303,0.15047225685388957,0.20731707317073167,1,0.7926829268292683
s000988,RAVDESS,angry,train,219.83011208164302,34.6993696680442,0.7804878048780488,0.12270165914540282,0.08213860047864482,0.12805025077160495,0.07786949785271731,0.0,0,1.0
s000159,RAVDESS,angry,validation,423.9019076813272,116.15925272303686,0.7333333333333333,0.08578961052024002,0.06263123791650273,0.24788274684873948,0.19581741619326046,0.016949152542372836,1,0.9830508474576272
s002231,CREMA-D,angry,validation,151.28133030569057,40.91849351656512,0.7604166666666666,0.11302837119243729,0.10380931453901518,0.067047119140625,0.030191068470297983,0.0,0,1.0
s009723,TESS,angry,train,248.24911708255246,45.747105761335106,0.8813559322033898,0.09214988649767052,0.07097966445006694,0.15676749465811965,0.11241662776383708,0.03448275862068961,1,0.9655172413793104
s000465,RAVDESS,angry,validation,307.1608182447044,45.41131031367617,0.8,0.14841828325965492,0.09292725671864532,0.1286640019379845,0.0723760285957445,0.0,0,1.0
s003012,CREMA-D,angry,train,195.65406615512427,48.19798712607289,0.5079365079365079,0.10441865474872646,0.09880925948746103,0.06378658234126984,0.0397818367520684,0.0,0,1.0
s002829,CREMA-D,angry,train,236.81599578005353,43.0194826822709,0.6896551724137931,0.13666185939927464,0.13107336223633095,0.3443444293478261,0.2634222441894924,0.0,0,1.0
s008572,TESS,angry,validation,268.43238795659767,28.40774479754438,0.8666666666666667,0.12651388024325283,0.12282879874833073,0.11354459269662921,0.09656704332308776,0.06818181818181823,1,0.9318181818181818
s008598,TESS,angry,validation,275.4308947310639,19.606320319696717,0.7916666666666666,0.14342403019729413,0.10479129402742089,0.11259251644736842,0.11245264974795334,0.0,0,1.0
s008618,TESS,angry,validation,248.62060620316487,34.71730523006377,0.75,0.15395505305636545,0.12128359247879968,0.11080055675287356,0.13003871106927722,0.0,0,1.0
s011009,SAVEE,angry,train,169.90016118031335,25.284640282232342,0.8235294117647058,0.3833695597702287,0.18255550659492442,0.06772122524752475,0.02032835256223813,0.0,0,1.0
s009755,TESS,angry,train,274.76549154698506,46.39585071690339,0.5606060606060606,0.0717928148431273,0.0739191448233501,0.30445815577651514,0.2559008484327499,0.10661272570425673,3,0.8933872742957433
s007522,CREMA-D,angry,train,209.3468512988398,47.2941280684859,0.8837209302325582,0.12108583760940854,0.09607320487510733,0.1169577205882353,0.11399947493453143,0.023809523809523836,0,0.9761904761904762
s002191,CREMA-D,angry,validation,190.8857819466699,40.44981345690179,0.9142857142857143,0.05195343805972835,0.06932030900325231,0.08290945368705036,0.05647057905093327,0.05797101449275366,2,0.9420289855072463
s002527,CREMA-D,angry,test,187.8951182502906,10.024922618814893,0.5869565217391305,0.11276671512482259,0.08100819941406218,0.10658482142857142,0.06939471966616939,0.022222222222222254,0,0.9777777777777777
s004205,CREMA-D,angry,validation,123.88246188156194,4.611362904639235,0.1774193548387097,0.1489851556839497,0.10837253701833247,0.09447249745934959,0.04083884223999502,0.0,0,1.0
s000554,RAVDESS,angry,train,333.08513583478816,99.61162360563148,0.9285714285714286,0.11389226959215955,0.07255156409936354,0.15849345439189189,0.11485474041023908,0.0,0,1.0
s008584,TESS,angry,validation,262.0492436306192,29.707038776389517,0.7954545454545454,0.12304473948268883,0.11282919191460225,0.11861305675287356,0.09714844226139045,0.0,0,1.0
s008424,CREMA-D,angry,test,190.95721276495934,105.20214487609677,0.6575342465753424,0.082794440106476,0.09420559073957213,0.0817302547089041,0.0762692773214447,0.0,0,1.0
s005341,CREMA-D,angry,train,332.80878183940746,54.094983547203874,0.6862745098039216,0.14266506831465972,0.08567553677658678,0.09778194616336634,0.03295354271185879,0.0,0,1.0
s002167,CREMA-D,angry,train,207.53163460670876,18.608343439251843,0.8656716417910447,0.09730286569215525,0.0764506636086072,0.17278547932330826,0.1332682101520051,0.0,0,1.0
s007031,CREMA-D,angry,test,351.8684876540411,78.18916962978712,0.8409090909090909,0.13330749404113526,0.09028168038013577,0.11002604166666667,0.05117918063180068,0.023255813953488413,0,0.9767441860465116
s009787,TESS,angry,train,242.9116226729913,37.14720098655291,0.864406779661017,0.08452012042244339,0.07641205114998713,0.2297759748931624,0.229954467961178,0.0,0,1.0
s008681,TESS,angry,validation,311.0005683148383,107.5342515629151,0.8666666666666667,0.12279785188500968,0.11074678581015548,0.11162438553370786,0.14695335481322228,0.022727272727272707,1,0.9772727272727273
s006127,CREMA-D,angry,test,478.8111588977953,93.73318024346355,0.6666666666666666,0.12614172904800575,0.11447627778529688,0.15333299512987014,0.04677170599624071,0.0,0,1.0
s009867,TESS,angry,train,235.44895218984198,46.09840680724567,0.8405797101449275,0.11767682098223409,0.1033057309072186,0.22826794610507245,0.21957910276868647,0.11619198910700101,1,0.883808010892999
s008694,TESS,angry,validation,238.88340352559874,32.531229780272724,0.94,0.1562843017373234,0.12071229765585945,0.10755859375,0.11804463715770547,0.02005405193686105,0,0.979945948063139
s004105,CREMA-D,angry,train,232.79322683021562,29.97147744855469,0.8450704225352113,0.14159488890003016,0.14319117726320135,0.17337793661347517,0.18403543182675364,0.014285714285714235,1,0.9857142857142858
s001114,CREMA-D,angry,test,141.08046633647672,14.023132903645429,0.6122448979591837,0.08714589209190195,0.06635234164304502,0.15310889175257733,0.11878998791978865,0.02083333333333337,0,0.9791666666666666
s008298,CREMA-D,angry,validation,367.62541874142994,42.77339819637279,0.7592592592592593,0.12736867567106525,0.09366163893681084,0.1613244742990654,0.0947524280662016,0.0,0,1.0
s005145,CREMA-D,angry,train,142.67623322812415,21.592801272862236,0.42857142857142855,0.0828263309767453,0.08689491639155578,0.08576154279279279,0.06651706210346904,0.018181818181818188,0,0.9818181818181818
s007768,CREMA-D,angry,train,166.33715946486183,43.41605687212174,0.7346938775510204,0.1284541476604327,0.09019401397555732,0.14605146585051546,0.14080051295157783,0.02083333333333337,0,0.9791666666666666
s006784,CREMA-D,angry,test,107.44280138183358,6.254079067675648,0.5081967213114754,0.08783425904872004,0.07115737330634428,0.06550232438016529,0.03929749283568031,0.0,0,1.0
s002115,CREMA-D,angry,train,288.52869022961113,21.218935142126487,0.7049180327868853,0.21242036133204117,0.14776884052529146,0.19086550878099173,0.13813007252915432,0.0,0,1.0
s007642,CREMA-D,angry,train,189.30689175270476,38.86605168771825,0.5512820512820513,0.057465427960719795,0.07232909384122915,0.08901839717741936,0.0715747391662528,0.051948051948051965,1,0.948051948051948
s003367,CREMA-D,angry,train,275.239502901548,74.69130609778172,0.8412698412698413,0.07156959205120803,0.06398921387177141,0.145890625,0.15056153519045373,0.048387096774193505,0,0.9516129032258065
s008556,TESS,angry,validation,255.56687037379425,31.331789404665287,0.8222222222222222,0.13160974091818828,0.1095258664461468,0.11364334620786516,0.1015474518488105,0.0,0,1.0
s004241,CREMA-D,angry,train,606.9113381030998,518.3167443415098,0.6938775510204082,0.24262791010071091,0.16632944606925415,0.16896544780927836,0.06399570855603627,0.0,0,1.0
s005201,CREMA-D,angry,train,125.32260737510781,19.078361730715777,0.6164383561643836,0.0637136523130125,0.07744043754418857,0.10523302801724138,0.08797838020984905,0.3055555555555556,0,0.6944444444444444
s003889,CREMA-D,angry,train,212.25641342875593,38.84774863997093,0.8,0.1310579739699159,0.09198673502962808,0.1363143150252525,0.07450349011320244,0.020408163265306145,0,0.9795918367346939
s008557,TESS,angry,validation,339.1260418773949,104.72238905368162,0.8260869565217391,0.11679758312651417,0.09692994235736294,0.09721626030219781,0.06710083497484552,0.0,0,1.0
s001032,RAVDESS,angry,train,251.33686637496373,33.31863240035494,0.8823529411764706,0.06976100690264031,0.06206396533255422,0.1714482060185185,0.12323524626532216,0.0,0,1.0
s011136,SAVEE,disgust,train,147.6366956931644,33.07869784038704,0.7636363636363637,0.09665867060778159,0.1145544081688672,0.12484861797112462,0.12881824089287303,0.1402439024390244,7,0.8597560975609756
s001103,CREMA-D,disgust,test,124.2157352566132,27.215103068191084,0.35384615384615387,0.09188823005041251,0.08636686602461163,0.09991736778846154,0.09688714831002372,0.0,0,1.0
s005228,CREMA-D,disgust,train,134.6236080319561,35.78779120003614,0.6333333333333333,0.06300340016993383,0.06946776936639759,0.07935112847222223,0.08882741988232419,0.0,0,1.0
s004081,CREMA-D,disgust,train,207.33886926165886,10.597787123331951,0.3013698630136986,0.08315214152409606,0.0784722478519338,0.08167005565068493,0.058245569129416704,0.0,0,1.0
s003328,CREMA-D,disgust,train,182.62405039231567,52.74880715358968,0.7906976744186046,0.08828893952548157,0.05981534023526634,0.07282203851744186,0.053782334099752103,0.0,0,1.0
s009957,TESS,disgust,train,208.14660913742281,53.77112636269996,0.647887323943662,0.12947165603412591,0.11379553142010504,0.20362367021276595,0.22437315383601905,0.014285714285714235,1,0.9857142857142858
s004306,CREMA-D,disgust,train,144.18419022198069,1.947732027298138,0.06666666666666667,0.08616051512459914,0.07029507787083039,0.16107313368055556,0.19122561042003447,0.0,0,1.0
s003814,CREMA-D,disgust,train,84.85333302236975,15.382647742878817,0.2857142857142857,0.0526713672913834,0.06386981180266411,0.12846767402694612,0.12044730172002616,0.0,0,1.0
s003158,CREMA-D,disgust,train,75.85971178639477,0.3270419429791096,0.08333333333333333,0.06651900881358112,0.05993899028994878,0.16208902994791666,0.1824423927514869,0.0,0,1.0
s005776,CREMA-D,disgust,train,186.9010953347539,54.62297357478712,0.3177570093457944,0.08246365885639415,0.0712173968250945,0.07266908744131455,0.04331825561585756,0.0,0,1.0
s004592,CREMA-D,disgust,validation,109.49485835102125,8.96662741169703,0.6138613861386139,0.06375480686958453,0.06602338465726859,0.07213444496268656,0.03397462397110845,0.0,0,1.0
s009993,TESS,disgust,train,216.33368204007016,59.50820395073113,0.4647887323943662,0.11791751435412927,0.10099122802165135,0.19423897384751773,0.23380152906656246,0.042857142857142816,1,0.9571428571428572
s006696,CREMA-D,disgust,train,164.68061183037474,17.625022326435033,0.1827956989247312,0.08096070536061802,0.08397650663572953,0.07174584173387097,0.05558904758455869,0.0,0,1.0
s005108,CREMA-D,disgust,train,108.10817802884594,16.756923151053243,0.65,0.0718876611518984,0.0674732627531177,0.06649169921875,0.048744849336398936,0.0,0,1.0
s008725,TESS,disgust,validation,256.13784374493923,174.2457442001961,0.5675675675675675,0.10983491394998265,0.08688002276883666,0.13280585671768708,0.19201917897525084,0.013639875323014583,1,0.9863601246769854
s003638,CREMA-D,disgust,test,109.2255894880832,14.475531017292624,0.26595744680851063,0.12585680983326536,0.07736591383151162,0.07476936502659574,0.06000126805396673,0.0,0,1.0
s006842,CREMA-D,disgust,test,106.07519551965416,8.207705573387441,0.22727272727272727,0.06929121124792044,0.0446589858563166,0.06449771689497717,0.04706984915735451,0.0,0,1.0
s000831,RAVDESS,disgust,train,339.9534911976361,462.1680211002106,0.6896551724137931,0.07684361508881658,0.08087161897230746,0.21154150108381503,0.19823414855292923,0.2093023255813954,2,0.7906976744186046
s001004,RAVDESS,disgust,train,131.17555456547083,18.929026773826557,0.8301886792452831,0.10017749695772571,0.07206167742000641,0.148828125,0.11976218925138207,0.019230769230769273,1,0.9807692307692307
s000175,RAVDESS,disgust,validation,304.91537237394755,52.033834865602905,0.6666666666666666,0.11013299655819304,0.09095233434717334,0.2108876026459854,0.21447008011957006,0.044117647058823484,2,0.9558823529411765
s002232,CREMA-D,disgust,validation,168.68222071381928,50.08034983551475,0.7191011235955056,0.11580706628437122,0.10372667047355102,0.052158312851123594,0.02774165516461334,0.0,0,1.0
s009923,TESS,disgust,train,234.3729577445309,56.097521302334584,0.4594594594594595,0.10385211420896444,0.08741151161176816,0.17350260416666666,0.19700917669954773,0.0821917808219178,1,0.9178082191780822
s000481,RAVDESS,disgust,validation,147.93697372836488,26.12758264481194,0.5955056179775281,0.1475293933390378,0.11442691098764966,0.13804643609550563,0.13444554807262898,0.14628249928573,1,0.85371750071427
s003015,CREMA-D,disgust,train,211.47932132406422,17.03815135164785,0.18888888888888888,0.12030341546568606,0.05294376342770355,0.07113715277777778,0.06639554382764001,0.0,0,1.0
s002830,CREMA-D,disgust,train,151.45687002729605,43.86784509869295,0.2857142857142857,0.08726779789856029,0.08874647342298622,0.25302269345238093,0.25611094804546825,0.0,0,1.0
s008772,TESS,disgust,validation,170.97913663369073,16.707578176623873,0.5394736842105263,0.12360590829906103,0.10076754877170827,0.14570697985197367,0.20962623508525755,0.03955908107551254,1,0.9604409189244875
s008798,TESS,disgust,validation,178.11387313831116,33.51423564964056,0.64,0.09542087572720527,0.08145495198296944,0.12945024119127516,0.1847632244391677,0.013513513513513487,0,0.9864864864864865
s008818,TESS,disgust,validation,185.3286996608639,26.80141779412995,0.7142857142857143,0.12015638515192399,0.1072835576614663,0.15556851393884893,0.20096214458122322,0.01449275362318836,1,0.9855072463768116
s011024,SAVEE,disgust,train,143.87965404140252,22.754382146470583,0.6444444444444445,0.11083278139488081,0.09600188194731361,0.15849938553370788,0.19713137690927762,0.0,0,1.0
s009955,TESS,disgust,train,235.6182742687239,59.97222373236221,0.2972972972972973,0.11221849825075902,0.10814831590013864,0.22183804898648649,0.21906864285908753,0.13604719136950627,2,0.8639528086304937
s007525,CREMA-D,disgust,train,148.5594450448308,12.117045207202791,0.18823529411764706,0.07912797548205537,0.09178138722243913,0.09800091911764706,0.10790985274136693,0.02366809199121689,0,0.9763319080087831
s002192,CREMA-D,disgust,validation,214.92440370454116,50.64083449714837,0.8656716417910447,0.10001111318315588,0.08206314077841234,0.07394910214552239,0.05718688528827649,0.0,0,1.0
s002530,CREMA-D,disgust,test,177.93007454251116,27.433352291908196,0.546875,0.09134177109739912,0.1108614605560093,0.0963259719488189,0.09612157413412906,0.0,0,1.0
s004206,CREMA-D,disgust,validation,0.0,0.0,0.0,0.08351086850836872,0.07925319644567867,0.0858984375,0.04393644007656472,0.0,0,1.0
s000570,RAVDESS,disgust,train,108.70069806818395,16.446546275587814,0.7346938775510204,0.13043493115266344,0.07600732494362834,0.13632611146907217,0.16714673160108348,0.0,0,1.0
s008784,TESS,disgust,validation,180.58238219915216,17.975837033429393,0.47368421052631576,0.1441310624166435,0.1089418192940814,0.12018186051324503,0.19117211815379634,0.0,0,1.0
s008427,CREMA-D,disgust,test,242.56446172475285,145.35064285326624,0.6794871794871795,0.07484005235676323,0.08510841127909388,0.0973727318548387,0.07169299674533884,0.025974025974025983,0,0.974025974025974
s005342,CREMA-D,disgust,train,223.70059751296935,28.316020028514238,0.5384615384615384,0.12401053263775765,0.10148513382953432,0.08263608870967742,0.033573390408605935,0.025974025974025983,0,0.974025974025974
s002168,CREMA-D,disgust,train,95.96034329885316,31.722687404115568,0.1919191919191919,0.0717761274332625,0.06551147149797625,0.08435120558375635,0.09599591404726576,0.0,0,1.0
s007034,CREMA-D,disgust,test,445.4558570204585,26.630912962086907,0.6037735849056604,0.12124140250186126,0.10190571332304842,0.12839471726190477,0.05915162485471539,0.11538461538461542,1,0.8846153846153846
s009987,TESS,disgust,train,214.74769723553572,66.51530913203602,0.6349206349206349,0.1474427389241755,0.11580862887081886,0.144015625,0.19638947509409554,0.0,0,1.0
s008881,TESS,disgust,validation,180.91165242176652,22.144459917229394,0.7066666666666667,0.11765214978348489,0.11861531045320557,0.11729236577181208,0.19046025882785567,0.0,0,1.0
s006130,CREMA-D,disgust,test,219.89654893271947,79.81705192499618,0.345679012345679,0.09920659807065259,0.0622013347541891,0.06557526203416149,0.037055577369177084,0.0,0,1.0
s010067,TESS,disgust,train,230.85989173124545,48.76982751312665,0.6455696202531646,0.11290840313716827,0.09632986934888489,0.19508381131329114,0.23006762394109473,0.10153441907736549,1,0.8984655809226345
s008894,TESS,disgust,validation,188.07301153467068,29.920109966165363,0.8904109589041096,0.10429991119579501,0.08860329232596269,0.1133615154109589,0.1676278012267685,0.0,0,1.0
s004106,CREMA-D,disgust,train,154.11657329854242,25.152153633879145,0.34234234234234234,0.1046171568686495,0.10042452715735557,0.13627885698198197,0.15328350493616175,0.0,0,1.0
s001115,CREMA-D,disgust,test,0.0,0.0,0.0,0.06381507885512398,0.06265141702452033,0.11777230196220931,0.12064376568717189,0.0,0,1.0
s008299,CREMA-D,disgust,validation,145.16203683285335,58.579821872831786,0.7,0.07481829284329959,0.0690152167995212,0.08817034390703518,0.0984844521680667,0.0,0,1.0
s005148,CREMA-D,disgust,train,120.57160412275762,15.1194640979369,0.37037037037037035,0.07441961014446635,0.07690799395524658,0.0700880725931677,0.057771166200536635,0.0,0,1.0
s007771,CREMA-D,disgust,train,74.80256543115308,8.805215089569245,0.8846153846153846,0.0817902704039889,0.059155827356074844,0.0634828629032258,0.07151715168330072,0.0,0,1.0
s006787,CREMA-D,disgust,test,106.16977788404597,10.451072694557219,0.9047619047619048,0.11799144880875709,0.06386339292233678,0.05826047867063492,0.02012790091141276,0.0,0,1.0
s002118,CREMA-D,disgust,train,220.62441535100731,16.884923552264084,0.5384615384615384,0.06801990722949251,0.09167637155907997,0.0964476864640884,0.09112830651593433,0.2666666666666667,4,0.7333333333333333
s007643,CREMA-D,disgust,train,103.26992659453367,8.119496677400651,0.21818181818181817,0.0680337758164972,0.062298808021042394,0.06491688070776255,0.04224392736289136,0.0,0,1.0
s003368,CREMA-D,disgust,train,256.4259393097151,38.12259409679876,0.7538461538461538,0.058984985898155,0.054842524979166744,0.12151011385658915,0.1026404735690496,0.0625,0,0.9375
s008756,TESS,disgust,validation,178.76851884077567,14.880289692410456,0.4594594594594595,0.12456807458924281,0.10133777794252936,0.14748733108108109,0.1696883796146171,0.013522793301991465,0,0.9864772066980085
